9.7,22.95,1.0
8.8,22.95,1.0
8.05,22.9,1.0
7.6,23.15,1.0
6.85,23.0,1.0
6.2,23.25,1.0
5.7,23.4,1.0
5.1,23.55,1.0
4.55,24.15,1.0
5.5,24.0,1.0
6.1,24.05,1.0
6.5,23.6,1.0
6.75,23.95,1.0
7.3,23.75,1.0
8.3,23.4,1.0
8.9,23.7,1.0
9.55,23.65,1.0
10.35,24.1,1.0
7.95,24.05,1.0
3.95,24.4,1.0
3.75,25.25,1.0
3.9,25.95,1.0
4.55,26.65,1.0
5.25,26.75,1.0
6.5,27.6,1.0
7.45,27.6,1.0
8.35,27.35,1.0
9.25,27.2,1.0
9.95,26.5,1.0
10.55,25.6,1.0
9.9,24.95,1.0
9.2,24.5,1.0
8.55,24.2,1.0
8.8,24.8,1.0
9.2,25.35,1.0
9.55,26.05,1.0
9.05,26.6,1.0
8.8,25.8,1.0
8.15,26.35,1.0
8.05,25.8,1.0
8.35,25.2,1.0
7.9,25.3,1.0
8.05,24.7,1.0
7.3,24.4,1.0
7.55,24.85,1.0
6.85,24.45,1.0
6.25,24.65,1.0
5.55,24.5,1.0
4.65,25.1,1.0
5.0,25.55,1.0
5.55,26.1,1.0
5.55,25.25,1.0
6.2,25.2,1.0
6.8,25.05,1.0
7.4,25.25,1.0
6.65,25.45,1.0
6.15,25.8,1.0
6.5,26.1,1.0
6.6,26.6,1.0
7.7,26.65,1.0
7.5,26.2,1.0
7.5,25.65,1.0
7.05,25.85,1.0
6.9,27.15,1.0
6.15,26.9,1.0
